Title,Authors,Year of Publication,DOI
Edge Computing for Cyber-physical Systems: A Systematic Mapping Study Emphasizing Trustworthiness,Sánchez,2022,https://doi.org/10.1145/3539662
Trust-but-Verify in Cyber-Physical Systems,Perumalla,2021,https://doi.org/10.1145/3445969.3450434
A Security Cost Modelling Framework for Cyber-Physical Systems,"Ivkić, Sailer",2022,https://doi.org/10.1145/3450752
Analyzing Cyber-Physical Systems from the Perspective of Artificial Intelligence,"Veith, Fischer",2020,https://doi.org/10.1145/3388218.3388222
Vulnerability management digital twin for energy systems,"Heluany, Goetzfried",2024,https://doi.org/10.1145/3664476.3671013
"Blockchain, Internet of Things and Digital Twins in Trustless Security of Critical National Infrastructure",Hammoudeh,2021,https://doi.org/10.1145/3440749.3442650
Industrial Internet of Things Security Modelling using Ontological Methods,Jarwar,2023,https://doi.org/10.1145/3567445.3571103
Survey on Digital Twins: from concepts to applications,"Heluany, Gkioulos",2023,https://doi.org/10.1145/3600160.3605070
Employing Digital Twins for Security-by-Design System Testing,"Dietz, Hageman",2022,https://doi.org/10.1145/3510547.3517929
Software Engineering and AI for Data Quality in Cyber- Physical Systems - SEA4DQ'21 Workshop Report,"Nguyen, Sen",2022,https://doi.org/10.1145/3502771.3502781
SOAR4IoT: Securing IoT Assets with Digital Twins,"Empl, Schlette",2022,https://doi.org/10.1145/3538969.3538975
"Blockchain-Based Digital Twins: Research Trends, Issues, and Future Challenges","Suhail, Hussain",2022,https://doi.org/10.1145/3517189
A Systematic Review of Digital Twin Technology for Home Care,"Zafar, Rybarczyk",2024,https://doi.org/10.1145/3681797
Trustworthy and Efficient Digital Twins in Post-Quantum Era with Hybrid Hardware-Assisted Signatures,"Nouma, Yavuz",2024,https://doi.org/10.1145/3638250
Towards Concepts for Climate and Energy-Oriented Digital Twins for Buildings,Doellner,2023,https://doi.org/10.1145/3611314.3616066
A Practitioners Perspective on Addressing Cyber Security and Variability Challenges in Modern Automotive Systems,"Zellmer, Holsten",2024,https://doi.org/10.1145/3634713.3634727
Integration of Extended Reality with a Cyber-Physical Factory Environment and its Digital Twins,"Emporio, Caputo",2024,https://doi.org/10.1145/3660246
Detection And Mitigation Of Cyber attacks that exploit human vuLnerabilitiES (DAMOCLES 2024),"Breve, Desolda",2024,https://doi.org/10.1145/3656650.3660540
An Introduction to Digital Twin Standards,"Sun, Ma, Zhou",2022,https://doi.org/10.1145/3568113.3568119
Exploiting Digital Twin technology for Cybersecurity Monitoring in Smart Grids,"Coppolino, Nardone",2023,https://doi.org/10.1145/3600160.3605043
Emerging Cybersecurity Capability Gaps in the Industrial Internet of Things: Overview and Research Agenda,"Axon, Fletcher",2022,https://doi.org/10.1145/3503920
A Digital Twin Environment for 5G Vehicle-to-Everything: Architecture and Open Issues,"Adarbah, Sookhak",2023,https://doi.org/10.1145/3616394.3618266
Digital Twin for Cybersecurity Incident Prediction: A Multivocal Literature Review,"Pokhrel, Katta",2020,https://doi.org/10.1145/3387940.3392199
Digital Twin Technology: Opportunities and Challenges for Smart Era's Applications,"Tyagi, Richa",2023,https://doi.org/10.1145/3607947.3608015
The Perils of Leveraging Evil Digital Twins as Security-Enhancing Enablers,"Suhail, Iqbal, Jurdak",2023,https://doi.org/10.1145/3631539
Digital Twin Virtualization with Machine Learning for IoT and Beyond 5G Networks: Research Directions for Security and Optimal Control,"Jagannath, Ramezanpour",2022,https://doi.org/10.1145/3522783.3529519
Integrating digital twin security simulations in the security operations center,"Dietz, Vielberth",2020,https://doi.org/10.1145/3407023.3407039
Digital Shadows for Remote Automotive SW Verification,"Kaster, Ma",2023,https://doi.org/10.1145/3576914.3587488
"COVID-19: Secure Healthcare Internet of Things Networks, Current Trends and Challenges with Future Research Directions","Adil, Ali",2023,https://doi.org/10.1145/3558519
Techniques for Enhancing Security in Industrial Control Systems,"Varadharajan, Tupakula",2024,https://doi.org/10.1145/3630103
An internet of things service roadmap,"Bouguettaya, Sheng",2021,https://doi.org/10.1145/3464960
Towards the adoption of automated cyber threat intelligence information sharing with integrated risk assessment,"Ríos, Zaidi",2024,https://doi.org/10.1145/3664476.3670444
How to regulate a Digital Twin City? Insights from a Proactive Law approach: How “human in the loop” and “precautionary principles” can serve policymakers in their attempt to incorporate respect of rights and solidarity in the smart city.,Suffia,2023,https://doi.org/10.1145/3598469.3598482
Space spider: a hyper large scientific infrastructure based on digital twin for the space internet,"Li, Zhang, Hong",2022,https://doi.org/10.1145/3566099.3569007
Co-Simulating Physical Processes and Network Data for High-Fidelity Cyber-Security Experiments,"Murillo, Taormina",2021,https://doi.org/10.1145/3442144.3442147
Internet of Things for Human and Industry Application: ALIOT Project and R&D Issues.,"Illiashenko, Kharchenko",2021,https://doi.org/10.1145/3437120.3437338
Challenges for Predictive Quality in Multi-stage Manufacturing: Insights from Literature Review,"Cassoli, Metternich",2023,https://doi.org/10.1145/3617573.3618030
A Data-Centric Approach to Generate Invariants for a Smart Grid Using Machine Learning,"Hudani, Haseeb",2022,https://doi.org/10.1145/3510547.3517927
IoT System Trustworthiness Assurance,"Beuran, Ooi",2022,https://doi.org/10.1145/3488932.3527287
CPSS '22: 8th ACM Cyber-Physical System Security Workshop,"Cardenas, Mashima",2022,https://doi.org/10.1145/3488932.3517202
A Systematic Review of Data Quality in CPS and IoT for Industry 4.0,"Goknil, Nguyen, Sen",2023,https://doi.org/10.1145/3593043
The internet of things in undergraduate computer and information science education: exploring curricula and pedagogy,"Burd, Barker",2018,https://doi.org/10.1145/3293881.3295784
Model-based Trustworthiness Evaluation of Autonomous Cyber-Physical Production Systems: A Systematic Mapping Study,"Zahid, Bucaioni, Flammini",2024,https://doi.org/10.1145/3640314
Ontology driven AI and Access Control Systems for Smart Fisheries,Chukkapalli,2021,https://doi.org/10.1145/3445969.3450429
Study Cybersecurity of Cyber Physical System in the Virtual Environment: A Survey and New Direction,"Shi, Krishnan, Wen",2022,https://doi.org/10.1145/3511616.3513098
The DYNABIC approach to resilience of critical infrastructures,"Rios, Iturbe",2023,https://doi.org/10.1145/3600160.3605055
A Flexible Security Analytics Service for the Industrial IoT,"Empl, Pernul",2021,https://doi.org/10.1145/3445969.3450427
Unsupervised Dynamic Sensor Selection for IoT-Based Predictive Maintenance of a Fleet of Public Transport Buses,"Killeen, Kiringa, Yeap",2022,https://doi.org/10.1145/3530991
A review of computing offloading and caching in edge computing based on reinforcement learning,"Guo, Wang",2023,https://doi.org/10.1145/3603781.3603839
Building Students' Digital Footprints with Blockchain in PBL Activities,"Borovskaya, Veselov",2023,https://doi.org/10.1145/3625078.3625087
Dataflow-based Control Process Identification for ICS Dataset Development,"Choi, Shin",2022,https://doi.org/10.1145/3546096.3546113
Combined Safety and Cybersecurity Testing Methodology for Autonomous Driving Algorithms,"Malayjerdi, Roberts",2022,https://doi.org/10.1145/3568160.3570235
Evaluating Cascading Impact of Attacks on Resilience of Industrial Control Systems: A Design-Centric Modeling Approach,"Hau, Castellanos",2020,https://doi.org/10.1145/3384941.3409587
"A Comprehensive Survey on Interoperability for IIoT: Taxonomy, Standards, and Future Directions","Hazra, Adhikari",2021,https://doi.org/10.1145/3485130
AIAS: AI-ASsisted cybersecurity platform to defend against adversarial AI attacks,"Petihakis, Farao",2024,https://doi.org/10.1145/3664476.3669920
Industry Focused in Data Collection: How Industry 4.0 is Handled by Big Data,"Oliveira, Afonso",2019,https://doi.org/10.1145/3352411.3352414
"Trend Analysis in the Development of Factories of the Future, Taking into Account Digital Transformation of Active Systems","Vlasov, Kurnosenko",2022,https://doi.org/10.1145/3487757.3490881
Building a hardware-in-the-loop (HiL) digital energy station infrastructure for cyber operation resiliency testing,Jørgensen,2022,https://doi.org/10.1145/3524489.3527299
NEWSROOM: Towards Automating Cyber Situational Awareness Processes and Tools for Cyber Defence,"Wurzenberger, Krenn",2024,https://doi.org/10.1145/3664476.3670914
Attacking Power Grid Substations: An Experiment Demonstrating How to Attack the SCADA Protocol IEC 60870-5-104,"Erdődi, Kaliyar",2022,https://doi.org/10.1145/3538969.3544475
Intelligent Wearable Systems: Opportunities and Challenges in Health and Sports,"Yang, Amin, Shihada",2024,https://doi.org/10.1145/3648469
"Service Computing for Industry 4.0: State of the Art, Challenges, and Research Opportunities","Siqueira, Davis",2021,https://doi.org/10.1145/3478680
Will the metaverse be out of control? Addressing the ethical and governance implications of a developing virtual society,Effing,2024,https://doi.org/10.1145/3674148
Machine Learning in Metaverse Security: Current Solutions and Future Challenges,"Otoum, Gottimukkala",2024,https://doi.org/10.1145/3654663
Stealthy Rootkit Attacks on Cyber-Physical Microgrids: Poster,"Rath, Zografopoulos",2021,https://doi.org/10.1145/3447555.3466576
PRAETORIAN: A Framework for the Protection of Critical Infrastructures from advanced Combined Cyber and Physical Threats,Papadopoulos,2023,https://doi.org/10.1145/3600160.3605030
Supporting vPLC Networking over TSN with Kubernetes in Industry 4.0,"Rosa, Garbugli",2023,https://doi.org/10.1145/3609389.3610566
Simulation in Digital Enterprises,Kuehn,2019,https://doi.org/10.1145/3307363.3307370
Smart Services Implementation in Smart Cities: A Comprehensive Review of State-of-the-art Technologies,Arin,2023,https://doi.org/10.1145/3603955.3603971
(Do not) trust in ecosystems,"Cioroaica, Kuhn",2019,https://doi.org/10.1109/ICSE-NIER.2019.00011
"The PRECINCT Ecosystem Platform for Critical Infrastructure Protection: Architecture, Deployment and Transferability",Kountche,2024,https://doi.org/10.1145/3664476.3670437
"Empowering People in Human-Robot Collaboration: Why, How, When, and for Whom","Johansen, Senaratne",2024,https://doi.org/10.1145/3638380.3638442
A Survey on Collaborative Learning for Intelligent Autonomous Systems,"Anjos, Matteussi",2023,https://doi.org/10.1145/3625544
Trustworthy Swarms,"Wilson, Chance",2023,https://doi.org/10.1145/3597512.3599705
Empowering People in Human-Robot Collaboration: Bringing Together and Synthesising Perspectives,"Johansen, Senaratne",2023,https://doi.org/10.1145/3572921.3572955
Special Session: Digital Technologies for Sustainability: Research Challenges and Opportunities,"Pop, Graulund",2024,https://doi.org/10.1145/3607888.3608960
Patterns for the Industrial Internet / Industrie 4.0,Bienhaus,2017,https://doi.org/10.1145/3147704.3147723
NEMO: Building the Next Generation Meta Operating System,Chochliouros,2023,https://doi.org/10.1145/3624486.3624504
"Security Threats, Countermeasures, and Challenges of Digital Supply Chains","Hammi, Zeadally",2023,https://doi.org/10.1145/3588999
AMULET: a Mutation Language Enabling Automatic Enrichment of SysML Models,"Sultan, Frénot",2023,https://doi.org/10.1145/3624583
Distributed Approaches to Supply Chain Simulation: A Review,"Mustafee, Katsaliaki",2021,https://doi.org/10.1145/3466170
Cyber Efficiency and Cyber Resilience,"Linkov, Ligo",2023,https://doi.org/10.1145/3549073
"A Systematic Literature Review of Blockchain Technology: Applications Fields, Platforms, and Consensus Protocols","Estrada, Naranjo",2024,https://doi.org/10.1145/3638584.3638632
Detecting a Complex Attack Scenario in an Airport: The PRAETORIAN Framework,"Schauer, Hadjina",2023,https://doi.org/10.1145/3600160.3605095
Improving Visual Search Tasks by Bending the Virtual City Twins: A Preliminary Study in Virtual Reality,"Zhang, Xi, Adcock",2022,https://doi.org/10.1145/3520495.3520528
"ARIC 2021 Workshop Report: The 4th ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities: Virtual, Online, USA - November 2, 2021","Kar, Mohebbi",2022,https://doi.org/10.1145/3578484.3578489
Open challenges for Machine Learning based Early Decision-Making research,"Bondu, Achenchabe",2022,https://doi.org/10.1145/3575637.3575643
Towards systematic honeytoken fingerprinting,"Srinivasa, Pedersen",2021,https://doi.org/10.1145/3433174.3433599
Artificial Intelligence for Web 3.0: A Comprehensive Survey,"Shen, Tan, Niyato, Liu",2024,https://doi.org/10.1145/3657284
Towards Re-Architecting Today's Internet for Survivability: NSF Workshop Report,"Bustamante, Doyle",2024,https://doi.org/10.1145/3687234.3687238
DAIS Project - Distributed Artificial Intelligence Systems: Objectives and Challenges,"Balador, Sinaei",2023,https://doi.org/10.1145/3591335.3591348
Addressing Data Challenges to Drive the Transformation of Smart Cities,"Gilman, Bugiotti",2024,https://doi.org/10.1145/3663482
STAFFER: Skill Training Alliance for the Future European Rail System✱,"Mouelhi, Consilvio",2023,https://doi.org/10.1145/3578837.3578886
Digital platforms for industrial clusters and enterprises: essence and structure,"Babkin, Tashenova",2021,https://doi.org/10.1145/3444465.3444486
Conference Reports,Dennis,2024,https://doi.org/10.1145/3655032.3655034
No Pie in the (Digital) Sky: Co-Imagining the Food Metaverse,"Covaci, Alhasan",2023,https://doi.org/10.1145/3544548.3581305
Survey of automation practices in model-driven development and operations,"Ponsard, Ramon",2022,https://doi.org/10.1145/3528228.3528405
Is Smart City model promising for sustainable post-war recovery of Ukraine?,Radchenko,2024,https://doi.org/10.1145/3670243.3672438
ARCH: Automatic Roaming-contract Handler for Seamless 6G System to Provide Trusted and Highly Available Network Access,"Tēnn, Ho",2023,https://doi.org/10.1145/3570361.3615728
Building a Resilient and Sustainable Grid: A Study of Challenges and Opportunities in AI for Smart Virtual Power Plants,"Islam, Vu, Dhar",2024,https://doi.org/10.1145/3603287.3651202
Expressive and Systematic Risk Assessments with Instance-Centric Threat Models,"Verreydt, Landuyt",2023,https://doi.org/10.1145/3555776.3577668
Distributed Ledger Technologies for Car Industry 4.0,Zivic,2020,https://doi.org/10.1145/3418994.3418998
"Ten regulatory principles to scaffold the design, manufacture, and use of trustworthy autonomous systems, illustrated in a maritime context","Horne, Law-Walsh",2023,https://doi.org/10.1145/3597512.3599701
Variability of safety risks in production environments,"Dhungana, Haselböck",2022,https://doi.org/10.1145/3546932.3547074
Answers Begin to Surface to Deep Earth Puzzles,Edwards,2024,https://doi.org/10.1145/3640478
"Conceptual Modeling: Topics, Themes, and Technology Trends","Storey, Lukyanenko",2023,https://doi.org/10.1145/3589338
"Piloting Smart City Solutions in Very Small, Small and Medium-sized Municipalities. The Estonian case study.","Sarv, Soe",2022,https://doi.org/10.1145/3560107.3560179
Accelerating Digital Transformation of the Russian Industry and Trade,Komissarova,2021,https://doi.org/10.1145/3446434.3446472
How Metaverse is Affecting Smart Cities Economy,"Chatzopoulou, Tsoutsa",2024,https://doi.org/10.1145/3635059.3635099
Deep Clustering Algorithm for Load Profile Business Intelligence Dashboard for Consumer and Utility Management,Veloso,2024,https://doi.org/10.1145/3658321.3658368
Transforming a large medical organization towards speed and flow,Jachmann,2019,https://doi.org/10.1109/SEH.2019.00010
Research on the innovative integration application of metaverse and education,"Weng, Wei, Li",2023,https://doi.org/10.1145/3599640.3599660
An algorithmic method for business process reengineering and service automation in the public sector,"Charalabidis, Lachana",2023,https://doi.org/10.1145/3614321.3614336
ARTMAN '23: First Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,"Blanc, Takahashi",2023,https://doi.org/10.1145/3576915.3624027
A Comprehensive Evaluation of Standard Data Warehousing and Data Mining Techniques in the Field of Business,"Samonte, Angeles",2024,https://doi.org/10.1145/3664968.3664997
Dependability in edge computing,Bagchi,2019,https://doi.org/10.1145/3362068
Trust Issues: Discrepancies in Trustworthy AI Keywords Use in Policy and Research,"Toney, Curlee",2024,https://doi.org/10.1145/3630106.3659035
Increasing efficiency of management responses in industrial enterprises with implementation of digital monitoring systems,"Nekrasova, Alekseeva",2022,https://doi.org/10.1145/3527049.3527120
Digitalization tools in ensuring the efficiency of the enterprise activity,Lazarevna,2020,https://doi.org/10.1145/3388984.3390641
A Framework for User-Centric Visualisation of Blockchain Transactions in Critical Infrastructure,"Jeyakumar, Ko",2023,https://doi.org/10.1145/3594556.3594624
Digital Space Economic Transformation Design: An Innovation Ecosystem Approach,Suksa-Ngiam,2023,https://doi.org/10.1145/3628454.3630589
The long road ahead to transition to post-quantum cryptography,LaMacchia,2021,https://doi.org/10.1145/3498706
Do You Need a Distributed Ledger Technology Interoperability Solution?,"Belchior, Riley",2023,https://doi.org/10.1145/3564532
DRAGON: Deep Reinforcement Learning for Autonomous Grid Operation and Attack Detection,"Landen, Chung",2022,https://doi.org/10.1145/3564625.3567969
Cloud Computing Curriculum: Developing Exemplar Modules for General Course Inclusion,"Adams, Hainey",2020,https://doi.org/10.1145/3437800.3439206
